需求点编号,X坐标(km),Y坐标(km),区域类型,无人车可达性,末端道路绕行系数,A类包裹数量,B类包裹数量,C类包裹数量,C类包裹时限(h)
D0728,43.670000000000002,62.280000000000001,urban,yes,1.1699999999999999,4,0,0,
D0729,32.490000000000002,8.4600000000000009,hill,yes,1.6799999999999999,6,0,0,
D0730,12.279999999999999,73.200000000000003,mountain,no,,3,0,0,
D0731,42.75,12.640000000000001,mountain,yes,2.1200000000000001,4,0,0,
D0732,47.289999999999999,1.7,urban,yes,1.1299999999999999,4,0,0,
D0733,43.149999999999999,89.049999999999997,urban,yes,1.1599999999999999,8,1,0,
D0734,67.140000000000001,57.32,urban,yes,1.1899999999999999,7,0,0,
D0735,76.049999999999997,53.369999999999997,hill,yes,1.73,6,0,0,
D0736,41.850000000000001,13.289999999999999,urban,yes,1.1899999999999999,3,1,0,
D0737,87.870000000000005,29.52,hill,yes,1.3700000000000001,7,1,0,
D0738,98.719999999999999,76.060000000000002,urban,yes,1.1299999999999999,6,1,0,
D0739,95.269999999999996,7.8700000000000001,mountain,no,,3,0,0,
D0740,54.719999999999999,33.189999999999998,urban,yes,1.3300000000000001,11,0,0,
D0741,10.51,44.719999999999999,lake,no,,3,0,0,
D0742,79.590000000000003,17.329999999999998,mountain,yes,1.71,3,0,0,
D0743,94.900000000000006,8.1999999999999993,mountain,no,,1,0,0,
D0744,54.369999999999997,16.940000000000001,urban,yes,1.0800000000000001,6,0,0,
D0745,67.480000000000004,90.450000000000003,lake,yes,1.47,9,0,0,
D0746,93.620000000000005,61.159999999999997,urban,yes,1.23,7,0,0,
D0747,96.950000000000003,80.959999999999994,hill,no,,8,0,0,
D0748,90.980000000000004,70.409999999999997,urban,yes,1.26,7,0,0,
D0749,43.369999999999997,58,urban,yes,1.21,8,0,0,
D0750,60.420000000000002,45.109999999999999,urban,yes,1.1299999999999999,7,0,0,
D0751,48.609999999999999,19.309999999999999,urban,yes,1.1100000000000001,7,0,0,
D0752,44.700000000000003,63.43,urban,yes,1.1599999999999999,4,1,0,
D0753,48.439999999999998,69.530000000000001,urban,yes,1.1899999999999999,11,1,0,
D0754,51.75,54.149999999999999,urban,yes,1.26,4,0,0,
D0755,75.709999999999994,25.760000000000002,mountain,yes,2.04,6,0,0,
D0756,69.659999999999997,53.840000000000003,hill,yes,1.53,6,0,0,
D0757,29.100000000000001,27.25,hill,yes,1.72,6,1,0,
D0758,61.670000000000002,47.939999999999998,urban,yes,1.28,3,0,0,
D0759,30.620000000000001,65.299999999999997,hill,yes,1.27,2,0,0,
D0760,27.57,53.310000000000002,urban,yes,1.3100000000000001,7,0,0,
D0761,95.650000000000006,98.150000000000006,hill,yes,1.3899999999999999,2,0,0,
D0762,9.4800000000000004,44.990000000000002,mountain,no,,8,0,0,
D0763,15.49,20.239999999999998,hill,no,,2,0,0,
D0764,15.77,94.140000000000001,lake,no,,7,0,0,
D0765,4.0999999999999996,90.790000000000006,lake,no,,4,0,0,
D0766,43.219999999999999,69.409999999999997,urban,yes,1.1799999999999999,8,1,0,
D0767,79.170000000000002,91.510000000000005,hill,yes,1.6100000000000001,5,0,0,
D0768,47.609999999999999,62.140000000000001,urban,yes,1.1200000000000001,3,0,0,
D0769,22.390000000000001,41.560000000000002,urban,yes,1.1799999999999999,9,1,0,
D0770,54.689999999999998,25.100000000000001,urban,yes,1.27,3,1,0,
D0771,49.18,95.049999999999997,urban,yes,1.1699999999999999,10,1,0,
D0772,7.9699999999999998,72.060000000000002,hill,yes,1.51,7,0,0,
D0773,36.689999999999998,53.009999999999998,urban,yes,1.29,7,0,0,
D0774,95.370000000000005,42.289999999999999,hill,yes,1.6399999999999999,6,0,0,
D0775,85.870000000000005,73.459999999999994,urban,yes,1.23,8,0,0,
D0776,42.340000000000003,49.399999999999999,urban,yes,1.0800000000000001,5,0,0,
D0777,75.700000000000003,46.93,urban,yes,1.1299999999999999,7,1,0,
D0778,16.129999999999999,21.73,hill,yes,1.54,4,0,0,
D0779,28.41,52.5,urban,yes,1.27,5,0,0,
D0780,27.300000000000001,33.479999999999997,lake,yes,1.76,8,1,0,
D0781,48.68,53.350000000000001,urban,yes,1.3200000000000001,3,0,0,
D0782,93.700000000000003,18.100000000000001,hill,yes,1.3,8,0,0,
D0783,66.109999999999999,88.739999999999995,lake,yes,1.8100000000000001,6,0,0,
D0784,83.75,99.469999999999999,hill,yes,1.52,6,0,0,
D0785,36.520000000000003,97.459999999999994,urban,yes,1.26,10,0,0,
D0786,59.82,47.880000000000003,urban,yes,1.1699999999999999,7,0,0,
D0787,42.100000000000001,10.960000000000001,urban,yes,1.1499999999999999,4,0,0,
D0788,50.670000000000002,35.609999999999999,urban,yes,1.2,2,1,0,
D0789,41.310000000000002,51.009999999999998,urban,yes,1.0800000000000001,7,0,0,
D0790,46.890000000000001,49.57,urban,yes,1.27,6,0,0,
D0791,58.060000000000002,22.350000000000001,urban,yes,1.1499999999999999,9,1,0,
D0792,51.68,7.6200000000000001,urban,yes,1.29,9,0,0,
D0793,29.25,56.289999999999999,urban,yes,1.21,6,0,0,
D0794,93.909999999999997,39.729999999999997,hill,yes,1.52,8,0,0,
D0795,97.859999999999999,36.799999999999997,hill,yes,1.46,3,0,0,
D0796,88.599999999999994,10.43,mountain,no,,4,0,0,
D0797,77.450000000000003,1.3999999999999999,mountain,no,,3,0,0,
D0798,90.650000000000006,20.57,hill,yes,1.29,6,0,0,
D0799,70.510000000000005,45.880000000000003,urban,yes,1.22,12,0,0,
D0800,79.469999999999999,90.079999999999998,hill,no,,10,0,0,
D0801,28.760000000000002,70.540000000000006,hill,yes,1.3100000000000001,0,0,1,4
D0802,40.920000000000002,52.960000000000001,urban,yes,1.1100000000000001,0,0,1,2
D0803,86.069999999999993,91.269999999999996,hill,yes,1.6799999999999999,0,0,1,2
D0804,75.280000000000001,71.480000000000004,urban,yes,1.3400000000000001,0,0,5,2
D0805,86.260000000000005,81.069999999999993,hill,yes,1.25,0,0,1,6
D0806,15.710000000000001,39.740000000000002,lake,no,,0,0,2,4
D0807,78.530000000000001,94.950000000000003,hill,no,,0,0,4,4
D0808,47.950000000000003,34,urban,yes,1.1000000000000001,0,0,1,2
D0809,41.090000000000003,71.349999999999994,urban,yes,1.0600000000000001,0,0,3,2
D0810,85.980000000000004,20.850000000000001,hill,yes,1.27,0,0,2,6
D0811,20.030000000000001,40.509999999999998,mountain,no,,0,0,1,6
D0812,56.049999999999997,79.25,lake,yes,1.3999999999999999,0,0,1,6
D0813,11.34,69.730000000000004,mountain,no,,0,0,3,6
D0814,34.770000000000003,32.759999999999998,hill,yes,1.72,0,0,1,4
D0815,22.84,46.549999999999997,urban,yes,1.1899999999999999,0,0,1,4
D0816,85.25,46.859999999999999,hill,yes,1.25,0,0,2,4
D0817,99.469999999999999,17.469999999999999,hill,yes,1.5700000000000001,0,0,1,4
D0818,26.07,90.319999999999993,lake,yes,1.6699999999999999,0,0,4,6
D0819,95.819999999999993,61.700000000000003,urban,yes,1.1299999999999999,0,0,5,6
D0820,44.030000000000001,42.979999999999997,urban,yes,1.25,0,0,1,2
D0821,73.049999999999997,73.650000000000006,lake,yes,2.0600000000000001,0,0,1,4
D0822,44.689999999999998,75.180000000000007,urban,yes,1.3300000000000001,0,0,1,4
D0823,82.719999999999999,90.480000000000004,hill,yes,1.28,0,0,1,6
D0824,64.659999999999997,39.009999999999998,urban,yes,1.1100000000000001,0,0,3,4
D0825,67.489999999999995,12.18,mountain,yes,2,0,0,5,4
D0826,92.930000000000007,56.770000000000003,hill,yes,1.29,0,0,2,4
D0827,97.049999999999997,28.050000000000001,hill,yes,1.5,0,0,2,2
D0828,96.379999999999995,82.159999999999997,hill,no,,0,0,2,6
D0829,55.710000000000001,90.609999999999999,lake,yes,1.5800000000000001,0,0,2,4
D0830,44.310000000000002,13.210000000000001,urban,yes,1.1499999999999999,0,0,2,2
D0831,87.530000000000001,83.650000000000006,hill,yes,1.3500000000000001,0,0,4,4
D0832,8.5199999999999996,95.840000000000003,lake,no,,0,0,2,4
D0833,58.460000000000001,31.75,urban,yes,1.1299999999999999,0,0,1,6
D0834,57.640000000000001,76.849999999999994,urban,yes,1.26,0,0,2,2
D0835,68.700000000000003,94.909999999999997,lake,yes,1.8700000000000001,0,0,3,4
D0836,21.719999999999999,50.439999999999998,urban,yes,1.1499999999999999,0,0,2,4
D0837,43.490000000000002,48.079999999999998,urban,yes,1.0900000000000001,0,0,2,2
D0838,49.57,80.269999999999996,urban,no,,0,0,3,6
D0839,48.590000000000003,16.210000000000001,urban,yes,1.0900000000000001,0,0,1,4
D0840,55.490000000000002,16.09,urban,yes,1.0700000000000001,0,0,2,4
D0841,7.2599999999999998,30.66,lake,no,,0,0,1,6
D0842,53.479999999999997,19.289999999999999,urban,yes,1.0900000000000001,0,0,1,4
D0843,4.5300000000000002,85.069999999999993,lake,no,,0,0,2,6
D0844,70.459999999999994,55.060000000000002,urban,yes,1.3400000000000001,0,0,2,4
D0845,19.940000000000001,82.629999999999995,hill,yes,1.72,0,0,2,4
D0846,76.590000000000003,16.620000000000001,mountain,yes,2.2799999999999998,0,0,1,6
D0847,49.109999999999999,52.789999999999999,urban,yes,1.0600000000000001,0,0,3,4
D0848,33.380000000000003,47.729999999999997,urban,yes,1.29,0,0,2,4
D0849,42.950000000000003,17.870000000000001,urban,yes,1.26,0,0,1,4
D0850,27.789999999999999,56.100000000000001,urban,yes,1.21,0,0,3,4
D0851,8.5399999999999991,28.289999999999999,lake,no,,0,0,4,4
D0852,18.239999999999998,29.899999999999999,lake,yes,1.98,0,0,1,6
D0853,55.740000000000002,79.170000000000002,urban,yes,1.1299999999999999,0,0,2,4
D0854,53.939999999999998,78.939999999999998,urban,yes,1.1499999999999999,0,0,5,2
D0855,27.84,41.509999999999998,lake,yes,1.49,0,0,1,2
D0856,5.1699999999999999,35.5,lake,yes,1.4299999999999999,0,0,1,6
D0857,57.780000000000001,23.5,urban,yes,1.3200000000000001,0,0,2,4
D0858,17.530000000000001,42.399999999999999,lake,no,,0,0,2,4
D0859,8.0800000000000001,74.299999999999997,mountain,no,,0,0,1,4
D0860,95.129999999999995,4.8799999999999999,mountain,no,,0,0,1,6
D0861,26.210000000000001,31.539999999999999,hill,yes,1.6499999999999999,0,0,2,6
D0862,37.549999999999997,5.0099999999999998,urban,yes,1.3,0,0,2,6
D0863,71.459999999999994,78.060000000000002,urban,yes,1.2,0,0,2,6
D0864,60.909999999999997,46.810000000000002,urban,yes,1.3,0,0,2,4
D0865,56.460000000000001,94.890000000000001,lake,no,,0,0,2,6
D0866,44.020000000000003,8.4299999999999997,urban,yes,1.27,0,0,2,6
D0867,33.119999999999997,78.049999999999997,hill,yes,1.54,0,0,2,4
D0868,19.91,92.950000000000003,lake,yes,1.71,0,0,1,2
D0869,93.680000000000007,66.569999999999993,urban,yes,1.27,0,0,1,6
D0870,22.350000000000001,30.559999999999999,lake,yes,1.6200000000000001,0,0,5,4
D0871,49.25,16.300000000000001,urban,yes,1.1699999999999999,0,0,2,2
D0872,37.200000000000003,53.359999999999999,urban,yes,1.1499999999999999,0,0,3,2
D0873,30.440000000000001,77.409999999999997,hill,yes,1.6000000000000001,0,0,2,6
D0874,49.399999999999999,83.159999999999997,lake,no,,0,0,2,4
D0875,84.420000000000002,74.189999999999998,hill,yes,1.46,0,0,1,6
D0876,14.92,5.9900000000000002,hill,no,,0,0,3,6
D0877,64.920000000000002,43.880000000000003,urban,yes,1.1000000000000001,0,0,2,2
D0878,28.550000000000001,67.120000000000005,hill,yes,1.75,0,0,1,4
D0879,46.780000000000001,77.849999999999994,urban,yes,1.1399999999999999,0,0,2,4
D0880,78.359999999999999,67.799999999999997,urban,yes,1.25,0,0,3,2
D0881,96.75,18,hill,yes,1.4199999999999999,0,0,1,2
D0882,22.510000000000002,36.740000000000002,lake,yes,1.6100000000000001,0,0,3,6
D0883,90.030000000000001,23.91,hill,yes,1.6299999999999999,0,0,2,6
D0884,1.27,37.369999999999997,lake,no,,0,0,1,4
D0885,92.079999999999998,82.650000000000006,hill,no,,0,0,1,4
D0886,43.670000000000002,46.829999999999998,urban,yes,1.27,0,0,1,2
D0887,57.909999999999997,30.300000000000001,urban,yes,1.0600000000000001,0,0,1,4
D0888,66.890000000000001,57.990000000000002,urban,yes,1.27,0,0,2,4
D0889,61.130000000000003,57.009999999999998,urban,yes,1.26,0,0,1,4
D0890,94.019999999999996,38.189999999999998,hill,no,,0,0,4,6
D0891,97.420000000000002,26.489999999999998,hill,no,,0,0,1,6
D0892,50.240000000000002,13.18,urban,yes,1.0900000000000001,0,0,2,4
D0893,7.9000000000000004,85.150000000000006,lake,no,,0,0,1,6
D0894,21.620000000000001,51.539999999999999,urban,yes,1.0900000000000001,0,0,2,4
D0895,93.599999999999994,9.25,mountain,no,,0,0,3,4
D0896,19.050000000000001,10.24,hill,yes,1.3600000000000001,0,0,1,6
D0897,74.819999999999993,87.040000000000006,hill,yes,1.6699999999999999,0,0,3,4
D0898,8.6300000000000008,32.119999999999997,lake,yes,1.49,0,0,1,4
D0899,97.400000000000006,90.709999999999994,hill,no,,0,0,2,6
D0900,15.960000000000001,64.200000000000003,hill,yes,1.6299999999999999,0,0,2,4
D0901,80.599999999999994,26.789999999999999,hill,no,,0,0,3,4
D0902,8.4399999999999995,83.829999999999998,lake,no,,0,0,3,4
D0903,96.730000000000004,74.849999999999994,urban,yes,1.1899999999999999,0,0,3,4
D0904,28.550000000000001,26.289999999999999,lake,yes,1.72,0,0,5,4
D0905,96.510000000000005,21.530000000000001,hill,no,,0,0,1,4
D0906,48.619999999999997,10,urban,yes,1.3200000000000001,0,0,2,4
D0907,71.319999999999993,53.649999999999999,urban,yes,1.1599999999999999,0,0,2,6
D0908,41.609999999999999,23.91,urban,yes,1.2,0,0,1,4
D0909,50.439999999999998,17.98,urban,yes,1.0800000000000001,0,0,2,2
D0910,72.379999999999995,80.530000000000001,urban,yes,1.1899999999999999,0,0,3,4
D0911,72.700000000000003,86.319999999999993,urban,yes,1.1200000000000001,0,0,1,2
D0912,70.519999999999996,44.729999999999997,urban,yes,1.24,0,0,3,4
D0913,33.240000000000002,13.26,urban,yes,1.3,0,0,1,4
D0914,49.810000000000002,3.9300000000000002,urban,yes,1.25,0,0,3,2
D0915,7.7699999999999996,36.369999999999997,lake,no,,0,0,1,4
D0916,20.309999999999999,45.060000000000002,urban,no,,0,0,1,4
D0917,63.149999999999999,81.730000000000004,lake,yes,2.0600000000000001,0,0,1,6
D0918,82.739999999999995,73.680000000000007,urban,yes,1.3200000000000001,0,0,3,4
D0919,90.469999999999999,82.219999999999999,hill,yes,1.6399999999999999,0,0,3,6
D0920,10.460000000000001,76.950000000000003,mountain,yes,2.29,0,0,2,6
D0921,17.969999999999999,24.940000000000001,mountain,no,,0,0,2,4
D0922,50.170000000000002,50.700000000000003,urban,yes,1.1899999999999999,0,0,1,4
D0923,32.149999999999999,18.98,hill,no,,0,0,2,2
D0924,48.740000000000002,56.710000000000001,urban,yes,1.05,0,0,3,4
D0925,48.259999999999998,77.959999999999994,urban,yes,1.24,0,0,3,2
D0926,83.540000000000006,21.870000000000001,hill,yes,1.52,0,0,2,4
D0927,83.769999999999996,92.480000000000004,lake,yes,2.02,0,0,2,4
D0928,87.299999999999997,63.030000000000001,hill,no,,0,0,1,4
D0929,26.989999999999998,38.450000000000003,lake,yes,1.72,0,0,1,4
D0930,21.140000000000001,51.840000000000003,urban,yes,1.21,0,0,1,2
D0931,56.479999999999997,74.969999999999999,urban,yes,1.1599999999999999,0,0,2,6
D0932,32.25,45.710000000000001,urban,yes,1.1799999999999999,0,0,1,4
D0933,54.049999999999997,77.420000000000002,lake,yes,1.8300000000000001,0,0,3,2
D0934,95.489999999999995,86.079999999999998,hill,yes,1.3700000000000001,0,0,1,4
D0935,63.899999999999999,55.359999999999999,urban,yes,1.3200000000000001,0,0,1,4
D0936,36.950000000000003,50.719999999999999,urban,yes,1.3200000000000001,0,0,2,4
D0937,44.869999999999997,71.730000000000004,urban,yes,1.3500000000000001,0,0,1,4
D0938,14.4,84.890000000000001,hill,no,,0,0,3,4
D0939,81.030000000000001,87.650000000000006,hill,no,,0,0,2,6
D0940,7.7699999999999996,3,mountain,no,,0,0,5,4
D0941,61.450000000000003,1.76,mountain,yes,2.0800000000000001,0,0,3,6
D0942,22.920000000000002,42.469999999999999,urban,yes,1.21,0,0,2,6
D0943,94.209999999999994,72,urban,yes,1.25,0,0,2,6
D0944,12.66,59.93,mountain,yes,1.79,0,0,1,4
D0945,25.449999999999999,54.049999999999997,urban,yes,1.3,0,0,5,4
D0946,91.219999999999999,63.210000000000001,urban,yes,1.2,0,0,1,2
D0947,71.739999999999995,43.700000000000003,urban,yes,1.25,0,0,2,4
D0948,91.849999999999994,78.329999999999998,urban,yes,1.3300000000000001,0,0,2,4
D0949,30.620000000000001,68.969999999999999,hill,no,,0,0,2,4
D0950,93.859999999999999,71.060000000000002,hill,yes,1.49,0,0,1,4
D0951,3.9700000000000002,43.060000000000002,lake,yes,1.77,0,0,3,4
D0952,29.559999999999999,27.600000000000001,hill,yes,1.45,0,0,1,6
D0953,43.719999999999999,20.789999999999999,urban,yes,1.22,0,0,1,6
D0954,15.970000000000001,41.770000000000003,lake,no,,0,0,1,4
D0955,91.340000000000003,69.890000000000001,urban,yes,1.1899999999999999,0,0,1,4
D0956,70.450000000000003,26.559999999999999,mountain,yes,1.8700000000000001,0,0,1,2
D0957,45.619999999999997,52.890000000000001,urban,yes,1.21,0,0,2,4
D0958,27.170000000000002,72.349999999999994,hill,yes,1.46,0,0,2,4
D0959,97.519999999999996,55.890000000000001,hill,yes,1.6499999999999999,0,0,2,4
D0960,74.819999999999993,36.659999999999997,hill,yes,1.72,0,0,3,6
D0961,92.019999999999996,73.040000000000006,urban,yes,1.1299999999999999,0,0,1,2
D0962,46.560000000000002,89.730000000000004,lake,yes,1.6299999999999999,0,0,2,4
D0963,88.280000000000001,42.43,hill,no,,0,0,1,4
D0964,88.719999999999999,4.5800000000000001,mountain,yes,2.21,0,0,3,6
D0965,62.5,36,urban,yes,1.27,0,0,3,6
D0966,12.44,26.809999999999999,lake,no,,0,0,1,4
D0967,93.209999999999994,66.280000000000001,hill,yes,1.5700000000000001,0,0,4,2
D0968,28.23,38.18,lake,yes,1.54,0,0,1,6
D0969,48.049999999999997,21.5,urban,yes,1.25,0,0,3,6
D0970,23.73,94.219999999999999,lake,no,,0,0,2,6
D0971,30.260000000000002,8.8800000000000008,mountain,yes,1.9099999999999999,0,0,3,6
D0972,86.120000000000005,98.069999999999993,hill,yes,1.48,0,0,2,4
D0973,92.560000000000002,72.659999999999997,urban,yes,1.25,0,0,2,4
D0974,82.719999999999999,84.730000000000004,lake,yes,1.8300000000000001,0,0,1,2
D0975,60.960000000000001,82.980000000000004,lake,yes,1.8400000000000001,0,0,1,4
D0976,97.159999999999997,60.340000000000003,urban,yes,1.25,0,0,1,4
D0977,88.269999999999996,31.32,hill,yes,1.49,0,0,1,2
D0978,49.280000000000001,38.170000000000002,urban,yes,1.05,0,0,1,2
D0979,51.350000000000001,70.5,urban,yes,1.23,0,0,1,4
D0980,13.56,32.840000000000003,lake,yes,1.4199999999999999,0,0,3,6
D0981,83.140000000000001,27.350000000000001,mountain,no,,0,0,1,4
D0982,46.439999999999998,30.890000000000001,urban,yes,1.25,0,0,3,2
D0983,25.890000000000001,20.239999999999998,mountain,no,,0,0,2,4
D0984,56.990000000000002,31.850000000000001,urban,yes,1.1799999999999999,0,0,4,4
D0985,95.819999999999993,76.75,urban,yes,1.1899999999999999,0,0,5,2
D0986,52.549999999999997,12.92,urban,yes,1.25,0,0,3,6
D0987,90.120000000000005,17.460000000000001,hill,yes,1.6399999999999999,0,0,2,4
D0988,59.329999999999998,45.829999999999998,urban,yes,1.1899999999999999,0,0,1,4
D0989,42.229999999999997,79.079999999999998,urban,yes,1.1599999999999999,0,0,3,4
D0990,23.559999999999999,50.630000000000003,urban,yes,1.0600000000000001,0,0,3,6
D0991,6.8700000000000001,44.229999999999997,mountain,yes,1.5700000000000001,0,0,1,4
D0992,25.640000000000001,38.460000000000001,lake,yes,1.3999999999999999,0,0,1,4
D0993,85.329999999999998,82.950000000000003,hill,yes,1.46,0,0,4,2
D0994,22.43,84.909999999999997,lake,yes,1.8200000000000001,0,0,2,4
D0995,30.190000000000001,81.209999999999994,hill,yes,1.6899999999999999,0,0,2,2
D0996,47.149999999999999,15.109999999999999,urban,yes,1.3500000000000001,0,0,3,2
D0997,25.059999999999999,33.649999999999999,lake,yes,1.9099999999999999,0,0,2,4
D0998,7.3099999999999996,79.5,mountain,no,,0,0,3,6
D0999,4.5199999999999996,78.379999999999995,lake,yes,1.9299999999999999,0,0,1,4
D1000,13.16,96.319999999999993,lake,no,,0,0,2,6
